Linux 4.4.0-111-generic (ath-1) 	02/15/2018 	_x86_64_	(40 CPU)

12:19:38 PM  CPU    %usr   %nice    %sys %iowait    %irq   %soft  %steal  %guest  %gnice   %idle
12:19:39 PM  all    0.78    0.00    3.42    1.23    0.00    0.03    0.00    0.00    0.00   94.55
12:19:39 PM    0    0.00    0.00    1.00    0.00    0.00    0.00    0.00    0.00    0.00   99.00
12:19:39 PM    1   27.00    0.00   23.00   48.00    0.00    0.00    0.00    0.00    0.00    2.00
12:19:39 PM    2    1.00    0.00    5.00    0.00    0.00    0.00    0.00    0.00    0.00   94.00
12:19:39 PM    3    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
12:19:39 PM    4    0.00    0.00    4.04    0.00    0.00    0.00    0.00    0.00    0.00   95.96
12:19:39 PM    5    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
12:19:39 PM    6    0.00    0.00    0.99    0.00    0.00    0.00    0.00    0.00    0.00   99.01
12:19:39 PM    7    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
12:19:39 PM    8    0.00    0.00    4.04    0.00    0.00    0.00    0.00    0.00    0.00   95.96
12:19:39 PM    9    0.00    0.00    4.04    0.00    0.00    0.00    0.00    0.00    0.00   95.96
12:19:39 PM   10    0.00    0.00    4.04    0.00    0.00    0.00    0.00    0.00    0.00   95.96
12:19:39 PM   11    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
12:19:39 PM   12    0.00    0.00    2.02    0.00    0.00    0.00    0.00    0.00    0.00   97.98
12:19:39 PM   13    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
12:19:39 PM   14    0.00    0.00    4.00    0.00    0.00    0.00    0.00    0.00    0.00   96.00
12:19:39 PM   15    0.00    0.00    4.04    0.00    0.00    0.00    0.00    0.00    0.00   95.96
