Linux 4.4.0-111-generic (ath-1) 	02/23/2018 	_x86_64_	(40 CPU)

11:25:07 AM  CPU    %usr   %nice    %sys %iowait    %irq   %soft  %steal  %guest  %gnice   %idle
11:25:08 AM  all    0.35    0.00    4.96    0.00    0.00    0.03    0.00    0.00    0.00   94.67
11:25:08 AM    0    2.02    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00   97.98
11:25:08 AM    1    0.00    0.00    7.14    0.00    0.00    0.00    0.00    0.00    0.00   92.86
11:25:08 AM    2    0.99    0.00    4.95    0.00    0.00    0.00    0.00    0.00    0.00   94.06
11:25:08 AM    3    0.00    0.00    6.00    0.00    0.00    0.00    0.00    0.00    0.00   94.00
11:25:08 AM    4    0.00    0.00    3.00    0.00    0.00    0.00    0.00    0.00    0.00   97.00
11:25:08 AM    5    0.00    0.00    6.93    0.00    0.00    0.00    0.00    0.00    0.00   93.07
11:25:08 AM    6    1.00    0.00    6.00    0.00    0.00    0.00    0.00    0.00    0.00   93.00
11:25:08 AM    7    0.00    0.00    6.06    0.00    0.00    0.00    0.00    0.00    0.00   93.94
11:25:08 AM    8    1.01    0.00    6.06    0.00    0.00    0.00    0.00    0.00    0.00   92.93
11:25:08 AM    9    0.99    0.00    4.95    0.00    0.00    0.00    0.00    0.00    0.00   94.06
11:25:08 AM   10    0.99    0.00    3.96    0.00    0.00    0.00    0.00    0.00    0.00   95.05
11:25:08 AM   11    1.00    0.00    6.00    0.00    0.00    0.00    0.00    0.00    0.00   93.00
11:25:08 AM   12    0.00    0.00    6.93    0.00    0.00    0.00    0.00    0.00    0.00   93.07
11:25:08 AM   13    0.00    0.00    6.06    0.00    0.00    0.00    0.00    0.00    0.00   93.94
11:25:08 AM   14    0.00    0.00    5.00    0.00    0.00    0.00    0.00    0.00    0.00   95.00
11:25:08 AM   15    0.00    0.00    6.00    0.00    0.00    0.00    0.00    0.00    0.00   94.00
11:25:08 AM   16    0.00    0.00    6.00    0.00    0.00    0.00    0.00    0.00    0.00   94.00
11:25:08 AM   17    0.00    0.00    4.08    0.00    0.00    0.00    0.00    0.00    0.00   95.92
11:25:08 AM   18    0.00    0.00    6.00    0.00    0.00    0.00    0.00    0.00    0.00   94.00
11:25:08 AM   19    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
11:25:08 AM   20    0.00    0.00    6.00    0.00    0.00    0.00    0.00    0.00    0.00   94.00
11:25:08 AM   21    0.99    0.00    2.97    0.00    0.00    0.00    0.00    0.00    0.00   96.04
11:25:08 AM   22    0.00    0.00    5.00    0.00    0.00    0.00    0.00    0.00    0.00   95.00
11:25:08 AM   23    1.01    0.00    4.04    0.00    0.00    0.00    0.00    0.00    0.00   94.95
11:25:08 AM   24    0.99    0.00    5.94    0.00    0.00    0.00    0.00    0.00    0.00   93.07
11:25:08 AM   25    0.00    0.00    6.06    0.00    0.00    0.00    0.00    0.00    0.00   93.94
11:25:08 AM   26    0.99    0.00    5.94    0.00    0.00    0.00    0.00    0.00    0.00   93.07
11:25:08 AM   27    0.99    0.00    5.94    0.00    0.00    0.00    0.00    0.00    0.00   93.07
11:25:08 AM   28    0.00    0.00    5.00    0.00    0.00    0.00    0.00    0.00    0.00   95.00
11:25:08 AM   29    0.00    0.00    6.00    0.00    0.00    0.00    0.00    0.00    0.00   94.00
11:25:08 AM   30    0.00    0.00    6.06    0.00    0.00    0.00    0.00    0.00    0.00   93.94
11:25:08 AM   31    1.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00   99.00
11:25:08 AM   32    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
11:25:08 AM   33    0.00    0.00    6.06    0.00    0.00    0.00    0.00    0.00    0.00   93.94
11:25:08 AM   34    0.00    0.00    3.03    0.00    0.00    0.00    0.00    0.00    0.00   96.97
11:25:08 AM   35    1.00    0.00    6.00    0.00    0.00    0.00    0.00    0.00    0.00   93.00
11:25:08 AM   36    1.00    0.00    5.00    0.00    0.00    0.00    0.00    0.00    0.00   94.00
11:25:08 AM   37    0.99    0.00    6.93    0.00    0.00    0.00    0.00    0.00    0.00   92.08
11:25:08 AM   38    0.00    0.00    5.00    0.00    0.00    0.00    0.00    0.00    0.00   95.00
11:25:08 AM   39    0.99    0.00    5.94    0.00    0.00    0.00    0.00    0.00    0.00   93.07

11:25:08 AM  CPU    %usr   %nice    %sys %iowait    %irq   %soft  %steal  %guest  %gnice   %idle
11:25:09 AM  all    1.59    0.00    5.04    0.03    0.00    0.91    0.00    0.00    0.00   92.43
11:25:09 AM    0    3.03    0.00    7.07    0.00    0.00    0.00    0.00    0.00    0.00   89.90
11:25:09 AM    1    0.00    0.00    2.11    0.00    0.00    0.00    0.00    0.00    0.00   97.89
11:25:09 AM    2    1.03    0.00    6.19    0.00    0.00    0.00    0.00    0.00    0.00   92.78
11:25:09 AM    3    0.00    0.00    4.12    0.00    0.00    0.00    0.00    0.00    0.00   95.88
11:25:09 AM    4    4.08    0.00    5.10    0.00    0.00    9.18    0.00    0.00    0.00   81.63
11:25:09 AM    5    0.00    0.00    5.10    0.00    0.00    0.00    0.00    0.00    0.00   94.90
11:25:09 AM    6    1.03    0.00    4.12    0.00    0.00    1.03    0.00    0.00    0.00   93.81
11:25:09 AM    7    0.00    0.00    6.06    0.00    0.00    0.00    0.00    0.00    0.00   93.94
11:25:09 AM    8    2.00    0.00    6.00    0.00    0.00    0.00    0.00    0.00    0.00   92.00
11:25:09 AM    9    0.00    0.00    0.00    0.00    0.00    1.01    0.00    0.00    0.00   98.99
11:25:09 AM   10    2.00    0.00    6.00    0.00    0.00    0.00    0.00    0.00    0.00   92.00
11:25:09 AM   11    0.00    0.00    5.05    0.00    0.00    0.00    0.00    0.00    0.00   94.95
11:25:09 AM   12    0.00    0.00    3.12    0.00    0.00    2.08    0.00    0.00    0.00   94.79
11:25:09 AM   13    1.00    0.00    5.00    0.00    0.00    0.00    0.00    0.00    0.00   94.00
11:25:09 AM   14    2.00    0.00    8.00    0.00    0.00    6.00    0.00    0.00    0.00   84.00
11:25:09 AM   15    0.00    0.00    2.04    0.00    0.00    0.00    0.00    0.00    0.00   97.96
11:25:09 AM   16    9.38    0.00    4.17    0.00    0.00    5.21    0.00    0.00    0.00   81.25
11:25:09 AM   17    0.00    0.00    4.00    0.00    0.00    0.00    0.00    0.00    0.00   96.00
11:25:09 AM   18    7.84    0.00    9.80    0.00    0.00    9.80    0.00    0.00    0.00   72.55
11:25:09 AM   19   11.22    0.00   10.20    1.02    0.00    1.02    0.00    0.00    0.00   76.53
11:25:09 AM   20    1.02    0.00    4.08    0.00    0.00    0.00    0.00    0.00    0.00   94.90
11:25:09 AM   21   12.24    0.00   10.20    1.02    0.00    3.06    0.00    0.00    0.00   73.47
11:25:09 AM   22    0.00    0.00    3.03    0.00    0.00    0.00    0.00    0.00    0.00   96.97
11:25:09 AM   23    1.00    0.00    5.00    0.00    0.00    1.00    0.00    0.00    0.00   93.00
11:25:09 AM   24    1.01    0.00    3.03    0.00    0.00    0.00    0.00    0.00    0.00   95.96
11:25:09 AM   25    0.00    0.00    5.00    0.00    0.00    0.00    0.00    0.00    0.00   95.00
11:25:09 AM   26    1.02    0.00    4.08    0.00    0.00    0.00    0.00    0.00    0.00   94.90
11:25:09 AM   27    0.00    0.00    4.00    0.00    0.00    0.00    0.00    0.00    0.00   96.00
11:25:09 AM   28    1.01    0.00    5.05    0.00    0.00    0.00    0.00    0.00    0.00   93.94
11:25:09 AM   29    0.00    0.00    5.00    0.00    0.00    0.00    0.00    0.00    0.00   95.00
11:25:09 AM   30    0.99    0.00    5.94    0.00    0.00    0.00    0.00    0.00    0.00   93.07
11:25:09 AM   31    0.00    0.00    5.05    0.00    0.00    0.00    0.00    0.00    0.00   94.95
11:25:09 AM   32    0.00    0.00    4.04    0.00    0.00    0.00    0.00    0.00    0.00   95.96
11:25:09 AM   33    0.00    0.00    2.02    0.00    0.00    0.00    0.00    0.00    0.00   97.98
11:25:09 AM   34    1.00    0.00    4.00    0.00    0.00    0.00    0.00    0.00    0.00   95.00
11:25:09 AM   35    0.00    0.00    5.00    0.00    0.00    0.00    0.00    0.00    0.00   95.00
11:25:09 AM   36    0.00    0.00    5.05    0.00    0.00    0.00    0.00    0.00    0.00   94.95
11:25:09 AM   37    0.00    0.00    5.05    0.00    0.00    0.00    0.00    0.00    0.00   94.95
11:25:09 AM   38    1.00    0.00    6.00    0.00    0.00    0.00    0.00    0.00    0.00   93.00
11:25:09 AM   39    0.00    0.00    5.05    0.00    0.00    0.00    0.00    0.00    0.00   94.95

11:25:09 AM  CPU    %usr   %nice    %sys %iowait    %irq   %soft  %steal  %guest  %gnice   %idle
11:25:10 AM  all    2.60    0.00    4.40    0.00    0.00    1.48    0.00    0.00    0.00   91.53
11:25:10 AM    0    1.08    0.00    5.38    0.00    0.00    0.00    0.00    0.00    0.00   93.55
11:25:10 AM    1    1.05    0.00    4.21    0.00    0.00    2.11    0.00    0.00    0.00   92.63
11:25:10 AM    2    3.03    0.00    4.04    0.00    0.00    0.00    0.00    0.00    0.00   92.93
11:25:10 AM    3    1.00    0.00    4.00    0.00    0.00    4.00    0.00    0.00    0.00   91.00
11:25:10 AM    4    3.06    0.00    3.06    0.00    0.00   13.27    0.00    0.00    0.00   80.61
11:25:10 AM    5    1.02    0.00    4.08    0.00    0.00    0.00    0.00    0.00    0.00   94.90
11:25:10 AM    6    5.21    0.00    6.25    0.00    0.00    0.00    0.00    0.00    0.00   88.54
11:25:10 AM    7    1.00    0.00    5.00    0.00    0.00    0.00    0.00    0.00    0.00   94.00
11:25:10 AM    8    0.00    0.00    6.12    0.00    0.00    0.00    0.00    0.00    0.00   93.88
11:25:10 AM    9    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
11:25:10 AM   10    1.02    0.00    6.12    0.00    0.00    0.00    0.00    0.00    0.00   92.86
11:25:10 AM   11    0.00    0.00    5.05    0.00    0.00    0.00    0.00    0.00    0.00   94.95
11:25:10 AM   12    1.02    0.00    4.08    0.00    0.00    0.00    0.00    0.00    0.00   94.90
11:25:10 AM   13    0.00    0.00    4.08    0.00    0.00    0.00    0.00    0.00    0.00   95.92
11:25:10 AM   14    6.12    0.00    4.08    0.00    0.00   10.20    0.00    0.00    0.00   79.59
11:25:10 AM   15    0.00    0.00    4.04    0.00    0.00    0.00    0.00    0.00    0.00   95.96
11:25:10 AM   16    9.68    0.00    6.45    0.00    0.00   12.90    0.00    0.00    0.00   70.97
11:25:10 AM   17    1.00    0.00    4.00    0.00    0.00    0.00    0.00    0.00    0.00   95.00
11:25:10 AM   18    9.38    0.00    7.29    1.04    0.00   10.42    0.00    0.00    0.00   71.88
11:25:10 AM   19   25.25    0.00   12.12    0.00    0.00    3.03    0.00    0.00    0.00   59.60
11:25:10 AM   20    1.00    0.00    5.00    0.00    0.00    0.00    0.00    0.00    0.00   94.00
11:25:10 AM   21   18.28    0.00   13.98    0.00    0.00    2.15    0.00    0.00    0.00   65.59
11:25:10 AM   22    2.02    0.00    4.04    0.00    0.00    0.00    0.00    0.00    0.00   93.94
11:25:10 AM   23    2.06    0.00    6.19    0.00    0.00    0.00    0.00    0.00    0.00   91.75
11:25:10 AM   24    0.00    0.00    4.04    0.00    0.00    1.01    0.00    0.00    0.00   94.95
11:25:10 AM   25    2.00    0.00    1.00    0.00    0.00    0.00    0.00    0.00    0.00   97.00
11:25:10 AM   26    2.00    0.00    4.00    0.00    0.00    0.00    0.00    0.00    0.00   94.00
11:25:10 AM   27    0.00    0.00    3.03    0.00    0.00    0.00    0.00    0.00    0.00   96.97
11:25:10 AM   28    0.00    0.00    3.06    0.00    0.00    0.00    0.00    0.00    0.00   96.94
11:25:10 AM   29    0.00    0.00    4.04    0.00    0.00    0.00    0.00    0.00    0.00   95.96
11:25:10 AM   30    0.00    0.00    4.04    0.00    0.00    0.00    0.00    0.00    0.00   95.96
