Linux 4.4.0-111-generic (ath-1) 	02/23/2018 	_x86_64_	(40 CPU)

01:52:42 PM  CPU    %usr   %nice    %sys %iowait    %irq   %soft  %steal  %guest  %gnice   %idle
01:52:43 PM  all    2.78    0.00    4.18    0.00    0.00    0.00    0.00    0.00    0.00   93.04
01:52:43 PM    0    0.00    0.00    7.14    0.00    0.00    0.00    0.00    0.00    0.00   92.86
01:52:43 PM    1    0.00    0.00    4.04    0.00    0.00    0.00    0.00    0.00    0.00   95.96
01:52:43 PM    2    0.00    0.00    4.00    0.00    0.00    0.00    0.00    0.00    0.00   96.00
01:52:43 PM    3    1.00    0.00    6.00    0.00    0.00    0.00    0.00    0.00    0.00   93.00
01:52:43 PM    4    0.00    0.00    2.00    0.00    0.00    0.00    0.00    0.00    0.00   98.00
01:52:43 PM    5    0.00    0.00    4.00    0.00    0.00    0.00    0.00    0.00    0.00   96.00
01:52:43 PM    6    0.99    0.00    0.99    0.00    0.00    0.00    0.00    0.00    0.00   98.02
01:52:43 PM    7    0.00    0.00    7.00    0.00    0.00    0.00    0.00    0.00    0.00   93.00
01:52:43 PM    8    1.00    0.00    2.00    0.00    0.00    0.00    0.00    0.00    0.00   97.00
01:52:43 PM    9    0.00    0.00    6.00    0.00    0.00    0.00    0.00    0.00    0.00   94.00
01:52:43 PM   10    0.00    0.00    2.02    0.00    0.00    0.00    0.00    0.00    0.00   97.98
01:52:43 PM   11    0.99    0.00    4.95    0.00    0.00    0.00    0.00    0.00    0.00   94.06
01:52:43 PM   12   99.00    0.00    1.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00
01:52:43 PM   13    0.00    0.00    2.00    0.00    0.00    0.00    0.00    0.00    0.00   98.00
01:52:43 PM   14    0.00    0.00    6.06    0.00    0.00    0.00    0.00    0.00    0.00   93.94
01:52:43 PM   15    1.00    0.00    3.00    0.00    0.00    0.00    0.00    0.00    0.00   96.00
01:52:43 PM   16    0.00    0.00    6.06    0.00    0.00    0.00    0.00    0.00    0.00   93.94
01:52:43 PM   17    0.00    0.00    6.00    0.00    0.00    0.00    0.00    0.00    0.00   94.00
01:52:43 PM   18    0.00    0.00    2.02    0.00    0.00    0.00    0.00    0.00    0.00   97.98
01:52:43 PM   19    0.00    0.00    2.02    0.00    0.00    0.00    0.00    0.00    0.00   97.98
01:52:43 PM   20    0.00    0.00    1.00    0.00    0.00    0.00    0.00    0.00    0.00   99.00
01:52:43 PM   21    0.00    0.00    6.00    0.00    0.00    0.00    0.00    0.00    0.00   94.00
01:52:43 PM   22    0.00    0.00    4.04    0.00    0.00    0.00    0.00    0.00    0.00   95.96
01:52:43 PM   23    0.00    0.00    1.01    0.00    0.00    0.00    0.00    0.00    0.00   98.99
01:52:43 PM   24    0.00    0.00    5.05    0.00    0.00    0.00    0.00    0.00    0.00   94.95
01:52:43 PM   25    0.98    0.00    6.86    0.00    0.00    0.00    0.00    0.00    0.00   92.16
01:52:43 PM   26    0.00    0.00    6.00    0.00    0.00    0.00    0.00    0.00    0.00   94.00
01:52:43 PM   27    0.00    0.00    1.00    0.00    0.00    0.00    0.00    0.00    0.00   99.00
01:52:43 PM   28    0.00    0.00    7.00    0.00    0.00    0.00    0.00    0.00    0.00   93.00
01:52:43 PM   29    0.00    0.00    4.95    0.00    0.00    0.00    0.00    0.00    0.00   95.05
01:52:43 PM   30    0.00    0.00    6.00    0.00    0.00    0.00    0.00    0.00    0.00   94.00
01:52:43 PM   31    0.99    0.00    5.94    0.00    0.00    0.00    0.00    0.00    0.00   93.07
01:52:43 PM   32    0.00    0.00    3.96    0.00    0.00    0.00    0.00    0.00    0.00   96.04
01:52:43 PM   33    0.00    0.00    6.00    0.00    0.00    0.00    0.00    0.00    0.00   94.00
01:52:43 PM   34    0.00    0.00    1.00    0.00    0.00    0.00    0.00    0.00    0.00   99.00
01:52:43 PM   35    0.00    0.00    5.05    0.00    0.00    0.00    0.00    0.00    0.00   94.95
01:52:43 PM   36    0.00    0.00    4.04    0.00    0.00    0.00    0.00    0.00    0.00   95.96
01:52:43 PM   37    0.00    0.00    3.00    0.00    0.00    0.00    0.00    0.00    0.00   97.00
01:52:43 PM   38    0.00    0.00    7.07    0.00    0.00    0.00    0.00    0.00    0.00   92.93
01:52:43 PM   39    0.00    0.00    6.06    0.00    0.00    0.00    0.00    0.00    0.00   93.94

01:52:43 PM  CPU    %usr   %nice    %sys %iowait    %irq   %soft  %steal  %guest  %gnice   %idle
01:52:44 PM  all    3.51    0.00    5.30    0.08    0.00    0.43    0.00    0.00    0.00   90.68
01:52:44 PM    0    0.00    0.00    5.15    0.00    0.00    1.03    0.00    0.00    0.00   93.81
01:52:44 PM    1    1.98    0.00    6.93    0.00    0.00    0.99    0.00    0.00    0.00   90.10
01:52:44 PM    2    0.00    0.00    2.00    0.00    0.00    2.00    0.00    0.00    0.00   96.00
01:52:44 PM    3    1.01    0.00    7.07    0.00    0.00    0.00    0.00    0.00    0.00   91.92
01:52:44 PM    4    2.02    0.00    6.06    0.00    0.00    3.03    0.00    0.00    0.00   88.89
01:52:44 PM    5    1.02    0.00    6.12    0.00    0.00    0.00    0.00    0.00    0.00   92.86
01:52:44 PM    6    0.00    0.00    6.19    0.00    0.00    0.00    0.00    0.00    0.00   93.81
01:52:44 PM    7    0.00    0.00    4.08    0.00    0.00    0.00    0.00    0.00    0.00   95.92
01:52:44 PM    8    1.01    0.00    5.05    0.00    0.00    0.00    0.00    0.00    0.00   93.94
01:52:44 PM    9    0.00    0.00    3.03    0.00    0.00    0.00    0.00    0.00    0.00   96.97
01:52:44 PM   10    0.00    0.00    3.03    0.00    0.00    0.00    0.00    0.00    0.00   96.97
01:52:44 PM   11    0.00    0.00    6.19    0.00    0.00    0.00    0.00    0.00    0.00   93.81
01:52:44 PM   12   91.09    0.00    1.98    0.00    0.00    0.00    0.00    0.00    0.00    6.93
01:52:44 PM   13    1.01    0.00    5.05    0.00    0.00    0.00    0.00    0.00    0.00   93.94
01:52:44 PM   14    1.98    0.00    9.90    0.00    0.00    1.98    0.00    0.00    0.00   86.14
01:52:44 PM   15    4.95    0.00    5.94    0.99    0.00    0.99    0.00    0.00    0.00   87.13
