Linux 4.4.0-111-generic (ath-1) 	02/15/2018 	_x86_64_	(40 CPU)

09:52:27 AM  CPU    %usr   %nice    %sys %iowait    %irq   %soft  %steal  %guest  %gnice   %idle
09:52:28 AM  all    0.05    0.00    2.79    0.00    0.00    0.00    0.00    0.00    0.00   97.16
09:52:28 AM    0    0.00    0.00    4.04    0.00    0.00    0.00    0.00    0.00    0.00   95.96
09:52:28 AM    1    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
09:52:28 AM    2    0.00    0.00    3.03    0.00    0.00    0.00    0.00    0.00    0.00   96.97
09:52:28 AM    3    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
09:52:28 AM    4    0.00    0.00    4.00    0.00    0.00    0.00    0.00    0.00    0.00   96.00
09:52:28 AM    5    1.00    0.00    4.00    0.00    0.00    0.00    0.00    0.00    0.00   95.00
09:52:28 AM    6    0.99    0.00    4.95    0.00    0.00    0.00    0.00    0.00    0.00   94.06
09:52:28 AM    7    0.00    0.00    2.00    0.00    0.00    0.00    0.00    0.00    0.00   98.00
09:52:28 AM    8    0.00    0.00    4.04    0.00    0.00    0.00    0.00    0.00    0.00   95.96
09:52:28 AM    9    0.00    0.00    5.00    0.00    0.00    0.00    0.00    0.00    0.00   95.00
09:52:28 AM   10    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
09:52:28 AM   11    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
09:52:28 AM   12    0.00    0.00    4.00    0.00    0.00    0.00    0.00    0.00    0.00   96.00
09:52:28 AM   13    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
09:52:28 AM   14    0.00    0.00    1.00    0.00    0.00    0.00    0.00    0.00    0.00   99.00
09:52:28 AM   15    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
09:52:28 AM   16    0.00    0.00    4.04    0.00    0.00    0.00    0.00    0.00    0.00   95.96
09:52:28 AM   17    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
09:52:28 AM   18    0.00    0.00    4.95    0.00    0.00    0.00    0.00    0.00    0.00   95.05
09:52:28 AM   19    0.00    0.00    5.00    0.00    0.00    0.00    0.00    0.00    0.00   95.00
09:52:28 AM   20    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
09:52:28 AM   21    0.00    0.00    4.04    0.00    0.00    0.00    0.00    0.00    0.00   95.96
09:52:28 AM   22    0.00    0.00    4.00    0.00    0.00    0.00    0.00    0.00    0.00   96.00
09:52:28 AM   23    0.00    0.00    5.00    0.00    0.00    0.00    0.00    0.00    0.00   95.00
09:52:28 AM   24    0.00    0.00    4.04    0.00    0.00    0.00    0.00    0.00    0.00   95.96
09:52:28 AM   25    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
09:52:28 AM   26    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
09:52:28 AM   27    0.00    0.00    4.04    0.00    0.00    0.00    0.00    0.00    0.00   95.96
09:52:28 AM   28    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
09:52:28 AM   29    0.00    0.00    4.00    0.00    0.00    0.00    0.00    0.00    0.00   96.00
09:52:28 AM   30    1.00    0.00    4.00    0.00    0.00    0.00    0.00    0.00    0.00   95.00
09:52:28 AM   31    0.00    0.00    4.00    0.00    0.00    0.00    0.00    0.00    0.00   96.00
09:52:28 AM   32    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
09:52:28 AM   33    0.00    0.00    5.00    0.00    0.00    0.00    0.00    0.00    0.00   95.00
09:52:28 AM   34    0.00    0.00    4.04    0.00    0.00    0.00    0.00    0.00    0.00   95.96
09:52:28 AM   35    0.00    0.00    5.00    0.00    0.00    0.00    0.00    0.00    0.00   95.00
09:52:28 AM   36    0.00    0.00    4.04    0.00    0.00    0.00    0.00    0.00    0.00   95.96
09:52:28 AM   37    0.00    0.00    4.04    0.00    0.00    0.00    0.00    0.00    0.00   95.96
09:52:28 AM   38    0.00    0.00    4.04    0.00    0.00    0.00    0.00    0.00    0.00   95.96
09:52:28 AM   39    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00

09:52:28 AM  CPU    %usr   %nice    %sys %iowait    %irq   %soft  %steal  %guest  %gnice   %idle
09:52:29 AM  all    2.22    0.00    3.48    0.05    0.00    1.29    0.00    0.00    0.00   92.97
09:52:29 AM    0    5.05    0.00    5.05    0.00    0.00    0.00    0.00    0.00    0.00   89.90
09:52:29 AM    1    0.00    0.00    1.04    0.00    0.00    0.00    0.00    0.00    0.00   98.96
09:52:29 AM    2    2.04    0.00    4.08    0.00    0.00    0.00    0.00    0.00    0.00   93.88
09:52:29 AM    3    1.96    0.00    2.94    0.00    0.00    2.94    0.00    0.00    0.00   92.16
09:52:29 AM    4    4.08    0.00    8.16    0.00    0.00   10.20    0.00    0.00    0.00   77.55
09:52:29 AM    5    0.00    0.00    3.92    0.00    0.00    4.90    0.00    0.00    0.00   91.18
09:52:29 AM    6    2.06    0.00    3.09    0.00    0.00    1.03    0.00    0.00    0.00   93.81
09:52:29 AM    7    0.00    0.00    5.00    0.00    0.00    0.00    0.00    0.00    0.00   95.00
09:52:29 AM    8    1.03    0.00    4.12    0.00    0.00    0.00    0.00    0.00    0.00   94.85
09:52:29 AM    9    0.00    0.00    0.00    0.00    0.00    2.00    0.00    0.00    0.00   98.00
09:52:29 AM   10    1.02    0.00    1.02    0.00    0.00    0.00    0.00    0.00    0.00   97.96
09:52:29 AM   11    0.00    0.00    4.00    0.00    0.00    0.00    0.00    0.00    0.00   96.00
09:52:29 AM   12    1.02    0.00    4.08    0.00    0.00    1.02    0.00    0.00    0.00   93.88
09:52:29 AM   13    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
09:52:29 AM   14    6.25    0.00    5.21    0.00    0.00    3.12    0.00    0.00    0.00   85.42
09:52:29 AM   15    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
09:52:29 AM   16    7.77    0.00    5.83    0.00    0.00    9.71    0.00    0.00    0.00   76.70
09:52:29 AM   17   15.00    0.00   10.00    1.00    0.00    0.00    0.00    0.00    0.00   74.00
09:52:29 AM   18    4.12    0.00    7.22    0.00    0.00   12.37    0.00    0.00    0.00   76.29
09:52:29 AM   19   11.88    0.00   10.89    0.99    0.00    2.97    0.00    0.00    0.00   73.27
09:52:29 AM   20    1.01    0.00    2.02    0.00    0.00    0.00    0.00    0.00    0.00   96.97
09:52:29 AM   21   10.89    0.00   11.88    0.99    0.00    1.98    0.00    0.00    0.00   74.26
09:52:29 AM   22    1.01    0.00    3.03    0.00    0.00    0.00    0.00    0.00    0.00   95.96
09:52:29 AM   23    0.00    0.00    3.09    0.00    0.00    1.03    0.00    0.00    0.00   95.88
09:52:29 AM   24    0.00    0.00    3.00    0.00    0.00    0.00    0.00    0.00    0.00   97.00
09:52:29 AM   25    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
09:52:29 AM   26    1.02    0.00    1.02    0.00    0.00    0.00    0.00    0.00    0.00   97.96
09:52:29 AM   27    0.00    0.00    4.00    0.00    0.00    0.00    0.00    0.00    0.00   96.00
09:52:29 AM   28    1.01    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00   98.99
09:52:29 AM   29    0.00    0.00    4.00    0.00    0.00    0.00    0.00    0.00    0.00   96.00
09:52:29 AM   30    0.00    0.00    3.03    0.00    0.00    0.00    0.00    0.00    0.00   96.97
09:52:29 AM   31    0.00    0.00    4.00    0.00    0.00    0.00    0.00    0.00    0.00   96.00
09:52:29 AM   32    0.00    0.00    1.00    0.00    0.00    0.00    0.00    0.00    0.00   99.00
09:52:29 AM   33    0.99    0.00    2.97    0.00    0.00    0.00    0.00    0.00    0.00   96.04
