Linux 4.4.0-111-generic (ath-1) 	02/22/2018 	_x86_64_	(40 CPU)

09:10:49 PM  CPU    %usr   %nice    %sys %iowait    %irq   %soft  %steal  %guest  %gnice   %idle
09:10:50 PM  all    0.30    0.00    4.44    0.00    0.00    0.00    0.00    0.00    0.00   95.26
09:10:50 PM    0    2.00    0.00    5.00    0.00    0.00    0.00    0.00    0.00    0.00   93.00
09:10:50 PM    1    0.00    0.00    6.00    0.00    0.00    0.00    0.00    0.00    0.00   94.00
09:10:50 PM    2    0.00    0.00    3.00    0.00    0.00    0.00    0.00    0.00    0.00   97.00
09:10:50 PM    3    0.00    0.00    3.03    0.00    0.00    0.00    0.00    0.00    0.00   96.97
09:10:50 PM    4    0.00    0.00    2.02    0.00    0.00    0.00    0.00    0.00    0.00   97.98
09:10:50 PM    5    0.00    0.00    5.05    0.00    0.00    0.00    0.00    0.00    0.00   94.95
09:10:50 PM    6    1.01    0.00    6.06    0.00    0.00    0.00    0.00    0.00    0.00   92.93
09:10:50 PM    7    0.00    0.00    3.03    0.00    0.00    0.00    0.00    0.00    0.00   96.97
09:10:50 PM    8    0.00    0.00    6.06    0.00    0.00    0.00    0.00    0.00    0.00   93.94
09:10:50 PM    9    0.00    0.00    5.05    0.00    0.00    0.00    0.00    0.00    0.00   94.95
09:10:50 PM   10    0.00    0.00    2.04    0.00    0.00    0.00    0.00    0.00    0.00   97.96
09:10:50 PM   11    1.00    0.00    2.00    0.00    0.00    0.00    0.00    0.00    0.00   97.00
09:10:50 PM   12    0.00    0.00    3.00    0.00    0.00    0.00    0.00    0.00    0.00   97.00
09:10:50 PM   13    0.00    0.00    7.00    0.00    0.00    0.00    0.00    0.00    0.00   93.00
09:10:50 PM   14    0.00    0.00    3.00    0.00    0.00    0.00    0.00    0.00    0.00   97.00
09:10:50 PM   15    1.01    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00   98.99
09:10:50 PM   16    1.00    0.00    6.00    0.00    0.00    0.00    0.00    0.00    0.00   93.00
09:10:50 PM   17    0.00    0.00    6.06    0.00    0.00    0.00    0.00    0.00    0.00   93.94
09:10:50 PM   18    0.99    0.00    2.97    0.00    0.00    0.00    0.00    0.00    0.00   96.04
09:10:50 PM   19    0.00    0.00    6.06    0.00    0.00    0.00    0.00    0.00    0.00   93.94
09:10:50 PM   20    1.00    0.00    3.00    0.00    0.00    0.00    0.00    0.00    0.00   96.00
09:10:50 PM   21    0.00    0.00    6.00    0.00    0.00    0.00    0.00    0.00    0.00   94.00
09:10:50 PM   22    0.00    0.00    6.06    0.00    0.00    0.00    0.00    0.00    0.00   93.94
09:10:50 PM   23    0.00    0.00    5.05    0.00    0.00    0.00    0.00    0.00    0.00   94.95
09:10:50 PM   24    0.00    0.00    5.05    0.00    0.00    0.00    0.00    0.00    0.00   94.95
09:10:50 PM   25    0.00    0.00    3.03    0.00    0.00    0.00    0.00    0.00    0.00   96.97
09:10:50 PM   26    0.99    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00   99.01
09:10:50 PM   27    0.00    0.00    6.00    0.00    0.00    0.00    0.00    0.00    0.00   94.00
09:10:50 PM   28    0.00    0.00    2.02    0.00    0.00    0.00    0.00    0.00    0.00   97.98
09:10:50 PM   29    0.99    0.00    5.94    0.00    0.00    0.00    0.00    0.00    0.00   93.07
09:10:50 PM   30    0.00    0.00    6.00    0.00    0.00    0.00    0.00    0.00    0.00   94.00
09:10:50 PM   31    0.00    0.00    6.93    0.00    0.00    0.00    0.00    0.00    0.00   93.07
09:10:50 PM   32    0.00    0.00    5.05    0.00    0.00    0.00    0.00    0.00    0.00   94.95
09:10:50 PM   33    0.00    0.00    5.05    0.00    0.00    0.00    0.00    0.00    0.00   94.95
09:10:50 PM   34    0.00    0.00    6.00    0.00    0.00    0.00    0.00    0.00    0.00   94.00
09:10:50 PM   35    0.00    0.00    6.00    0.00    0.00    0.00    0.00    0.00    0.00   94.00
09:10:50 PM   36    0.00    0.00    4.00    0.00    0.00    0.00    0.00    0.00    0.00   96.00
09:10:50 PM   37    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
09:10:50 PM   38    0.98    0.00    5.88    0.00    0.00    0.00    0.00    0.00    0.00   93.14
09:10:50 PM   39    0.00    0.00    6.00    0.00    0.00    0.00    0.00    0.00    0.00   94.00

